id,host_neighbourhood,price,accommodates,room_type,host_id,host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,city,state,zipcode,country_code,country,is_location_exact,property_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,jurisdiction_names,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
8155580,Capitol Hill,50,1,Shared room,1243056,Andrew,03-10-2011,Seattle,0.9,1,f,Capitol Hill,37,37,t,t,Seattle,WA,98105,US,United States,t,House,1,1,1,1,Real Bed,0,50,275,880,350,35,1,0,4,1125,t,30,60,90,365,42373,1,20-12-2015,20-12-2015,100,8,8,8,8,10,8,f,0,WASHINGTON,f,strict,f,f,37,1
6705584,Ravenna,105,4,Entire home/apt,3074414,Melissa,27-07-2012,Seattle,0.8,1,f,Ravenna,34,34,t,t,Seattle,WA,98105,US,United States,t,Apartment,4,1,1,2,Real Bed,0,105,680,1895,150,60,1,15,1,1125,t,30,60,90,365,42373,3,15-06-2015,01-10-2015,80,7,8,8,9,10,8,f,0,WASHINGTON,f,moderate,f,f,34,0.44
1417880,Ravenna,83,2,Entire home/apt,3074414,Melissa,27-07-2012,Seattle,0.8,1,f,Ravenna,34,34,t,t,Seattle,WA,98105,US,United States,t,Apartment,2,1,1,1,Real Bed,0,83,550,1650,150,55,1,15,3,1125,t,30,60,90,365,42373,11,26-07-2013,03-09-2014,85,9,9,9,9,9,9,f,0,WASHINGTON,f,moderate,f,f,34,0.37
7245692,0,73,2,Private room,37938910,Magdalena,08-07-2015,Seattle,1,0,f,0,1,1,t,t,Seattle,WA,98105,US,United States,f,House,2,1,1,1,Real Bed,0,73,445,1390,0,25,2,25,1,1125,t,21,51,81,356,42373,5,28-08-2015,16-10-2015,96,9,10,10,10,10,9,f,0,WASHINGTON,f,flexible,f,f,1,1.15
7153101,University District,92,4,Entire home/apt,37461306,Rory,04-07-2015,Seattle,0.93,1,f,University District,2,2,t,t,Seattle,WA,98105,US,United States,t,Townhouse,4,2.5,2,2,Real Bed,0,92,0,0,225,80,2,10,1,28,t,17,39,69,335,42373,34,13-07-2015,28-12-2015,97,10,10,10,10,10,10,f,0,WASHINGTON,f,strict,f,f,2,5.8
9014572,0,69,1,Private room,19381151,Yifan,03-08-2014,Seattle,1,0,f,0,2,2,t,t,Seattle,WA,98105,US,United States,f,Apartment,1,0.5,1,1,Real Bed,0,69,400,1400,0,0,1,0,1,1125,t,30,60,90,365,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,t,flexible,f,f,2,0
585418,University District,59,2,Shared room,2225735,Angela,26-04-2012,Seattle,0,0,t,University District,1,1,t,t,Seattle,WA,98105,US,United States,t,Apartment,2,1,1,1,Futon,0,59,405,0,0,0,1,26,1,10,t,15,45,75,171,42373,146,14-09-2012,30-09-2015,98,10,10,10,10,9,10,f,0,WASHINGTON,f,moderate,t,t,1,3.63
4484426,Ravenna,145,6,Entire home/apt,3074414,Melissa,27-07-2012,Seattle,0.8,1,f,Ravenna,34,34,t,t,Seattle,WA,98105,US,United States,t,Apartment,6,2,2,2,Real Bed,0,145,1200,2995,250,90,2,20,1,1125,t,30,60,90,365,42373,7,14-06-2015,21-11-2015,91,10,9,9,9,9,9,f,0,WASHINGTON,f,strict,f,f,34,1.02
3291777,Ravenna,95,4,Entire home/apt,3074414,Melissa,27-07-2012,Seattle,0.8,1,f,Ravenna,34,34,t,t,Seattle,WA,98105,US,United States,t,Apartment,4,1,1,2,Real Bed,0,95,650,1850,100,60,1,12,2,1125,t,30,60,90,365,42373,7,15-06-2014,25-08-2015,66,7,6,8,8,8,7,f,0,WASHINGTON,f,moderate,f,f,34,0.37
3096191,Ravenna,150,6,Entire home/apt,2911360,Ren,12-07-2012,Seattle,1,1,f,Ravenna,11,11,t,f,Seattle,WA,98105,US,United States,t,Apartment,6,2,2,2,Real Bed,0,150,950,2895,100,90,2,15,1,1125,t,30,60,90,365,42373,8,09-07-2014,02-09-2014,68,7,7,7,7,9,7,f,0,WASHINGTON,f,strict,f,f,11,0.44
9865846,0,85,4,Entire home/apt,22302229,Rachel,08-10-2014,Gig Harbor,0.95,1,f,0,1,1,t,t,Seattle,WA,98105,US,United States,f,Apartment,4,1,2,2,Real Bed,0,85,0,0,0,0,1,0,1,1125,t,29,59,89,364,42373,1,20-12-2015,20-12-2015,100,10,10,10,10,10,10,f,0,WASHINGTON,f,flexible,f,f,1,1
6249536,Ravenna,98,2,Entire home/apt,3074414,Melissa,27-07-2012,Seattle,0.8,1,f,Ravenna,34,34,t,t,Seattle,WA,98105,US,United States,t,Apartment,2,1,0,1,Real Bed,0,98,625,1695,150,60,1,15,2,1125,t,30,60,90,365,42373,2,17-05-2015,07-11-2015,80,8,9,10,10,9,8,f,0,WASHINGTON,f,moderate,f,f,34,0.26
5744931,University District,110,4,Entire home/apt,16756919,Morteza,13-06-2014,Seattle,1,1,f,University District,3,3,t,t,Seattle,WA,98105,US,United States,t,Apartment,4,1,1,4,Real Bed,0,110,780,2400,300,60,1,10,2,1125,t,30,60,90,365,42373,7,29-03-2015,09-09-2015,100,10,10,10,10,8,10,f,0,WASHINGTON,t,strict,f,f,2,0.74
8156764,Capitol Hill,42,1,Shared room,1243056,Andrew,03-10-2011,Seattle,0.9,1,f,Capitol Hill,37,37,t,t,Seattle,WA,98105,US,United States,t,House,1,1,1,1,Real Bed,0,42,259,813,350,35,1,0,4,1125,t,3,33,63,338,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,strict,f,f,37,0
3303857,Ravenna,95,3,Entire home/apt,3074414,Melissa,27-07-2012,Seattle,0.8,1,f,Ravenna,34,34,t,t,Seattle,WA,98105,US,United States,t,Apartment,3,1,1,1,Real Bed,0,95,675,1895,150,60,1,15,2,1125,t,30,60,90,365,42373,23,23-06-2014,16-09-2015,82,9,9,9,8,8,8,f,0,WASHINGTON,f,strict,f,f,34,1.23
8155710,Capitol Hill,42,1,Shared room,1243056,Andrew,03-10-2011,Seattle,0.9,1,f,Capitol Hill,37,37,t,t,Seattle,WA,98105,US,United States,t,House,1,1,1,1,Real Bed,0,42,259,813,350,35,1,0,4,1125,t,30,60,90,365,42373,2,08-12-2015,19-12-2015,90,9,9,10,10,10,9,f,0,WASHINGTON,f,strict,f,f,37,2
3843706,Roosevelt,250,5,Entire home/apt,19811465,Maryanne,10-08-2014,Seattle,0.83,1,f,Roosevelt,1,1,t,t,Seattle,WA,98115,US,United States,t,House,5,2,3,3,Real Bed,0,250,1250,3500,800,120,1,0,3,1125,t,13,33,45,309,42373,2,22-04-2015,26-09-2015,90,10,8,10,10,10,9,f,0,WASHINGTON,f,moderate,f,f,1,0.23
8156860,Capitol Hill,42,1,Shared room,1243056,Andrew,03-10-2011,Seattle,0.9,1,f,Capitol Hill,37,37,t,t,Seattle,WA,98105,US,United States,t,House,1,1,1,1,Real Bed,0,42,259,813,350,35,1,0,4,1125,t,30,60,90,365,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,strict,f,f,37,0
9316399,University District,40,2,Private room,27711842,Alden,13-02-2015,Seattle,0.7,1,f,University District,1,1,t,t,Seattle,WA,98105,US,United States,t,Apartment,2,1,1,1,Real Bed,0,40,0,0,0,5,1,0,1,1,t,30,60,89,89,42373,4,15-11-2015,01-12-2015,90,10,8,10,10,10,9,f,0,WASHINGTON,f,flexible,f,f,1,2.35
293890,University District,80,4,Entire home/apt,1520116,Laura,19-12-2011,Seattle,0,0,f,University District,1,1,t,f,Seattle,WA,98105,US,United States,t,Apartment,4,1,2,3,Real Bed,0,80,450,1250,200,35,4,15,2,60,t,0,0,0,214,42373,19,15-02-2012,22-04-2014,85,8,8,9,9,9,8,f,0,WASHINGTON,f,moderate,f,f,1,0.4
7915432,University District,40,2,Shared room,26389600,Ben,20-01-2015,Seattle,1,1,f,University District,1,1,t,t,Seattle,WA,98105,US,United States,t,Townhouse,2,1.5,1,2,Couch,0,40,0,0,0,0,1,10,1,1125,t,30,60,90,365,42373,1,03-12-2015,03-12-2015,80,10,10,8,10,10,10,f,0,WASHINGTON,f,flexible,f,f,1,0.91
7501583,University District,275,6,Entire home/apt,38023946,Katie,09-07-2015,Seattle,0,0,f,University District,1,1,t,f,Seattle,WA,98105,US,United States,t,House,6,1,2,3,Real Bed,0,275,0,0,0,75,1,0,1,1125,t,0,0,0,139,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,flexible,f,f,1,0
10126050,University District,47,1,Entire home/apt,41612343,Emily,16-08-2015,0,0.5,1,f,University District,1,1,t,f,Seattle,WA,98105,US,United States,t,Apartment,1,1,0,1,Airbed,0,47,0,0,0,0,1,0,1,1125,t,28,28,28,28,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,flexible,f,f,1,0
7807658,University District,118,2,Shared room,41099211,Spencer,10-08-2015,US,1,0,f,University District,1,1,t,t,Seattle,WA,98105,US,United States,t,Apartment,2,1,1,2,Real Bed,0,118,0,0,0,0,1,0,1,1125,t,30,60,90,365,42373,1,16-08-2015,16-08-2015,0,0,0,0,0,0,0,f,0,WASHINGTON,f,flexible,f,f,1,0.21
1589461,Ravenna,105,3,Entire home/apt,3074414,Melissa,27-07-2012,Seattle,0.8,1,f,Ravenna,34,34,t,t,Seattle,WA,98105,US,United States,t,Apartment,3,1,1,1,Real Bed,0,105,695,1895,150,60,1,15,3,1125,t,30,60,90,365,42373,5,07-09-2013,18-08-2015,70,8,8,8,10,9,8,f,0,WASHINGTON,f,strict,f,f,34,0.18
9303530,Ravenna,150,6,Entire home/apt,2911360,Ren,12-07-2012,Seattle,1,1,f,Ravenna,11,11,t,f,Seattle,WA,98105,US,United States,t,Apartment,6,2,2,3,Real Bed,0,150,900,2895,150,90,2,15,1,1125,t,30,60,90,365,42373,1,02-12-2015,02-12-2015,60,8,8,10,10,10,10,f,0,WASHINGTON,f,moderate,f,f,11,0.88
7809718,University District,250,5,Entire home/apt,601236,Meg,18-05-2011,Seattle,0.6,1,f,University District,1,1,t,t,Seattle,WA,98105,US,United States,t,House,5,1.5,3,2,Real Bed,0,250,1100,0,0,100,1,0,2,1125,t,12,28,42,317,42373,5,23-08-2015,07-11-2015,100,10,9,10,10,10,10,f,0,WASHINGTON,f,flexible,f,f,1,1.11
140331,Harrison/Denny-Blaine,88,2,Private room,683617,Jana,09-06-2011,Seattle,0.75,1,t,Harrison/Denny-Blaine,1,1,t,t,Seattle,WA,98112,US,United States,t,House,2,1,1,1,Real Bed,0,88,480,1800,0,30,3,15,1,730,t,30,60,90,361,42373,93,21-06-2011,03-06-2015,96,10,9,10,10,9,10,f,0,WASHINGTON,f,moderate,f,t,1,1.68
9462315,Harrison/Denny-Blaine,139,2,Private room,3240797,Angela,13-08-2012,Seattle,0.5,1,f,Harrison/Denny-Blaine,2,2,t,t,Seattle,WA,98112,US,United States,t,House,2,1,1,1,Real Bed,0,139,600,1800,0,0,1,0,1,1125,t,30,60,90,365,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,flexible,f,f,1,0
565703,Minor,128,4,Entire home/apt,2781551,Ron,29-06-2012,Seattle,1,1,f,Minor,3,3,t,t,Seattle,WA,98112,US,United States,t,Apartment,4,1,2,2,Real Bed,0,128,762,2688,100,10,3,25,2,90,t,14,29,59,334,42373,158,27-03-2013,31-12-2015,92,9,9,10,10,10,9,f,0,WASHINGTON,t,flexible,f,f,3,4.67
1147349,Harrison/Denny-Blaine,110,2,Entire home/apt,6162459,Jessica,30-04-2013,Seattle,0,0,f,Harrison/Denny-Blaine,1,1,t,t,Seattle,WA,98112,US,United States,t,Apartment,2,1,1,1,Real Bed,0,110,0,0,0,25,2,25,2,1125,t,0,26,56,331,42373,16,04-06-2013,01-08-2014,95,10,9,10,10,9,9,f,0,WASHINGTON,f,strict,f,f,1,0.51
7262358,Madison Park,210,2,Entire home/apt,38014746,Desiree,09-07-2015,Seattle,0.89,1,f,Madison Park,2,2,t,t,Seattle,WA,98112,US,United States,t,House,2,1,1,1,Real Bed,0,210,1300,3640,300,80,1,0,1,1125,t,3,33,63,338,42373,2,26-07-2015,07-08-2015,100,10,10,10,10,9,10,f,0,WASHINGTON,f,strict,f,f,1,0.37
723723,Harrison/Denny-Blaine,155,4,Entire home/apt,3740695,Bamboo,02-10-2012,Seattle,1,0,f,Harrison/Denny-Blaine,2,2,t,f,Seattle,WA,98112,US,United States,t,House,4,1,1,2,Real Bed,0,155,800,1850,300,70,2,40,20,120,t,30,60,90,365,42373,49,15-10-2012,01-09-2015,93,9,10,10,10,9,9,f,0,WASHINGTON,f,strict,t,f,2,1.25
4757025,Harrison/Denny-Blaine,168,4,Entire home/apt,8993600,Ella,22-09-2013,Seattle,0.9,1,t,Harrison/Denny-Blaine,1,1,t,t,Seattle,WA,98112,US,United States,t,House,4,1,2,2,Real Bed,0,168,1000,0,250,45,4,20,1,1125,t,5,33,61,150,42373,75,14-02-2015,30-12-2015,100,10,10,10,10,10,10,f,0,WASHINGTON,t,moderate,f,f,1,6.92
3334052,Minor,62,2,Entire home/apt,937951,Ana,08-08-2011,Tucson,1,1,f,Minor,5,5,t,t,Seattle,WA,98112,US,United States,t,Apartment,2,1,0,1,Real Bed,0,62,450,0,0,50,1,0,2,10,t,20,50,80,353,42373,44,27-08-2014,30-12-2015,96,10,10,10,10,10,10,f,0,WASHINGTON,f,strict,f,f,3,2.66
7036707,Harrison/Denny-Blaine,80,2,Entire home/apt,33203690,Kim,12-05-2015,Seattle,1,1,t,Harrison/Denny-Blaine,1,1,t,t,Seattle,WA,98112,US,United States,t,Apartment,2,1,0,1,Real Bed,0,80,450,1400,100,25,1,0,2,1125,t,19,38,51,303,42373,25,24-07-2015,27-12-2015,99,10,10,10,10,10,10,f,0,WASHINGTON,f,strict,f,f,1,4.55
5272327,Harrison/Denny-Blaine,105,2,Entire home/apt,828164,Emily,16-07-2011,Seattle,0.8,1,f,Harrison/Denny-Blaine,2,2,t,t,Seattle,WA,98112,US,United States,t,Apartment,2,1,1,1,Real Bed,0,105,0,0,200,95,1,0,2,1125,t,14,38,68,157,42373,28,27-05-2015,28-11-2015,96,10,10,10,10,10,10,f,0,WASHINGTON,f,strict,f,f,1,3.77
3921664,Harrison/Denny-Blaine,50,4,Private room,20314969,Ariel,20-08-2014,Seattle,1,1,f,Harrison/Denny-Blaine,1,1,t,t,Seattle,WA,98112,US,United States,t,House,4,1,1,2,Real Bed,0,50,0,0,95,10,2,15,1,14,t,26,56,79,87,42373,2,28-12-2015,03-01-2016,100,10,10,10,10,10,10,f,0,WASHINGTON,f,moderate,f,f,1,2
9974658,Harrison/Denny-Blaine,70,2,Private room,3740695,Bamboo,02-10-2012,Seattle,1,0,f,Harrison/Denny-Blaine,2,2,t,f,Seattle,WA,98122,US,United States,t,House,2,1,1,1,Real Bed,0,70,0,0,300,50,1,20,20,120,t,30,57,57,59,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,strict,t,f,2,0
2727984,Harrison/Denny-Blaine,165,1,Private room,13960065,Alan,06-04-2014,US,0,0,t,Harrison/Denny-Blaine,3,3,t,t,Seattle,WA,98112,US,United States,t,House,1,1,1,1,Real Bed,0,165,0,0,250,0,1,0,2,7,t,0,0,0,216,42373,1,30-08-2015,30-08-2015,100,10,10,10,10,10,10,f,0,WASHINGTON,f,strict,f,f,2,0.23
794633,Harrison/Denny-Blaine,79,2,Entire home/apt,2012892,J,26-03-2012,San Francisco,1,1,t,Harrison/Denny-Blaine,1,1,t,f,Seattle,WA,98112,US,United States,t,House,2,1,1,1,Real Bed,0,79,0,0,0,6,2,30,1,1125,t,10,36,62,337,42373,270,05-05-2013,21-12-2015,98,10,10,10,10,10,10,f,0,WASHINGTON,t,strict,f,f,1,8.31
3959442,0,95,2,Entire home/apt,20519441,Rebecca,25-08-2014,Seattle,1,1,t,0,1,1,t,t,Seattle,WA,98122,US,United States,t,Apartment,2,1,0,1,Real Bed,0,95,550,2000,0,50,1,0,3,32,t,20,50,80,351,42373,68,14-09-2014,27-12-2015,98,10,10,10,10,10,10,f,0,WASHINGTON,f,moderate,f,f,1,4.27
6761267,Minor,90,2,Entire home/apt,35396029,Nick,09-06-2015,Seattle,0.9,1,f,Minor,1,1,t,t,Seattle,WA,98122,US,United States,t,House,2,1,1,1,Real Bed,0,90,600,2300,0,26,1,0,1,1125,t,17,44,73,322,42373,52,13-06-2015,13-12-2015,93,10,10,10,10,9,9,f,0,WASHINGTON,t,moderate,f,f,1,7.57
6824408,Minor,380,8,Entire home/apt,5325813,Greg,04-03-2013,Seattle,1,1,f,Minor,2,2,t,f,Seattle,WA,98122,US,United States,t,House,8,2.5,3,3,Real Bed,0,380,0,0,300,100,4,40,3,28,t,0,0,0,0,42373,3,20-07-2015,07-09-2015,100,10,10,10,10,10,10,f,0,WASHINGTON,f,strict,f,f,2,0.53
2526129,Minor,225,8,Entire home/apt,12935059,Suzanne,08-03-2014,Seattle,1,1,f,Minor,1,1,t,t,Seattle,WA,98122,US,United States,t,House,8,3,4,4,Real Bed,0,225,1400,0,500,150,4,0,3,29,t,0,0,0,85,42373,3,02-07-2014,15-07-2015,100,10,9,10,10,9,9,f,0,WASHINGTON,f,strict,f,f,1,0.16
7859906,Minor,60,2,Private room,40861497,Brant,08-08-2015,Seattle,1,1,f,Minor,2,2,t,t,Seattle,WA,98122,US,United States,t,House,2,1,1,1,Real Bed,0,60,400,1400,0,0,1,0,1,1125,t,9,39,68,68,42373,12,14-09-2015,30-12-2015,95,9,10,10,10,10,10,f,0,WASHINGTON,f,flexible,f,f,2,3.19
9636248,Minor,100,2,Entire home/apt,22267748,Shikha,08-10-2014,Seattle,1,1,f,Minor,1,1,t,t,Seattle,WA,98122,US,United States,t,Condominium,2,1,1,1,Real Bed,0,100,0,0,100,20,2,25,2,1125,t,28,58,88,359,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,flexible,f,f,1,0
4623541,Minor,157,5,Entire home/apt,23946949,Laura,19-11-2014,US,1,1,f,Minor,1,1,t,t,Seattle,WA,98122,US,United States,t,House,5,2.5,2,2,Real Bed,0,157,1000,2500,0,100,5,60,2,1125,t,0,0,0,156,42373,25,15-12-2014,07-12-2015,98,10,10,10,10,10,10,f,0,WASHINGTON,f,flexible,f,f,1,1.94
1970725,Minor,110,2,Private room,10175895,Mark,21-11-2013,Seattle,0,0,t,Minor,1,1,t,t,Seattle,WA,98122,US,United States,t,House,2,1,1,1,Real Bed,0,110,0,0,0,30,1,0,3,1125,t,30,60,90,365,42373,43,27-05-2014,20-10-2015,99,10,10,10,10,10,9,f,0,WASHINGTON,f,strict,t,t,1,2.19
4418480,Minor,150,3,Entire home/apt,9929496,Nick,10-11-2013,Seattle,1,1,f,Minor,1,1,t,t,Seattle,WA,98122,US,United States,t,Apartment,3,1,1,1,Real Bed,0,150,1200,5200,0,30,1,0,2,30,t,30,60,90,365,42373,8,01-01-2015,22-12-2015,93,10,9,10,10,10,9,f,0,WASHINGTON,t,flexible,f,f,1,0.65
911001,Minor,203,6,Entire home/apt,1635606,Peter,21-01-2012,Seattle,1,1,t,Minor,3,3,t,t,Seattle,WA,98122,US,United States,t,Townhouse,6,3.5,3,3,Real Bed,2100,203,827,2999,750,140,1,0,7,120,t,16,18,19,235,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,moderate,f,f,2,0
6670332,Minor,145,5,Entire home/apt,20758898,Rob,31-08-2014,Seattle,1,1,t,Minor,1,1,t,t,Seattle,WA,98122,US,United States,t,House,5,1,1,2,Real Bed,0,145,1050,0,0,100,4,25,2,30,t,30,56,80,331,42373,15,30-06-2015,16-11-2015,99,10,10,10,10,10,9,f,0,WASHINGTON,f,moderate,f,f,1,2.38
1249060,Minor,85,3,Entire home/apt,2575305,Noelle,07-06-2012,Seattle,1,1,f,Minor,1,1,t,t,Seattle,WA,98122,US,United States,t,House,3,1,1,1,Real Bed,0,85,0,2600,250,83,2,35,1,70,t,18,18,18,75,42373,74,27-06-2013,10-11-2015,92,9,9,10,9,9,9,f,0,WASHINGTON,t,strict,t,t,1,2.41
1566487,Minor,79,4,Entire home/apt,8201710,Rodrigo,16-08-2013,Seattle,1,1,t,Minor,2,2,t,t,Seattle,WA,98144,US,United States,t,Apartment,4,1,1,2,Real Bed,0,79,643,2268,300,70,2,20,1,1125,t,26,56,86,361,42373,104,27-08-2013,08-12-2015,95,10,10,10,10,8,9,f,0,WASHINGTON,f,moderate,f,f,1,3.62
9711153,Minor,40,1,Shared room,43229398,Camellia,03-09-2015,Seattle,1,1,f,Minor,2,2,t,f,Seattle,WA,98122,US,United States,f,Apartment,1,1,1,1,Real Bed,0,40,0,0,0,0,1,0,1,1125,t,5,26,31,110,42373,6,04-12-2015,22-12-2015,97,10,10,10,10,10,10,f,0,WASHINGTON,f,flexible,f,f,2,5.62
444221,Minor,49,2,Private room,2203746,Monika,23-04-2012,Seattle,1,1,f,Minor,4,4,t,t,Seattle,WA,98122,US,United States,t,House,2,1,1,1,Real Bed,0,49,292,1029,100,5,1,5,1,1125,t,16,40,69,137,42373,79,30-06-2012,19-12-2015,88,9,9,9,9,9,9,f,0,WASHINGTON,t,strict,t,t,4,1.85
1018204,Minor,56,4,Private room,2203746,Monika,23-04-2012,Seattle,1,1,f,Minor,4,4,t,t,Seattle,WA,98122,US,United States,t,Cabin,4,1,1,2,Real Bed,0,56,333,1176,100,5,1,5,1,30,t,7,23,45,192,42373,79,26-04-2013,18-12-2015,84,9,9,9,9,9,9,f,0,WASHINGTON,t,strict,t,t,4,2.41
4856986,Minor,330,7,Entire home/apt,24986285,Mar,18-12-2014,Seattle,0.83,1,t,Minor,4,4,t,t,Seattle,WA,98122,US,United States,t,House,7,2.5,3,4,Real Bed,0,330,1850,0,300,75,6,25,1,1125,t,0,0,0,135,42373,4,30-07-2015,27-11-2015,100,10,10,10,10,10,10,f,0,WASHINGTON,f,strict,f,f,4,0.75
2130652,Minor,150,4,Entire home/apt,10870042,Luna Farm,28-12-2013,Seattle,0.86,1,f,Minor,2,2,t,t,Seattle,WA,98122,US,United States,t,Apartment,4,1,2,2,Real Bed,0,150,0,0,0,40,2,10,2,1125,t,8,28,51,302,42373,96,12-01-2014,18-12-2015,91,9,9,10,9,9,9,f,0,WASHINGTON,f,flexible,f,f,2,3.98
5524530,Minor,350,8,Entire home/apt,9555890,Melissa,21-10-2013,Seattle,1,1,t,Minor,5,5,t,t,Seattle,WA,98122,US,United States,t,House,8,3,4,4,Real Bed,0,350,0,0,200,120,1,0,1,14,t,9,39,69,332,42373,7,04-05-2015,25-09-2015,94,10,10,10,9,10,9,f,0,WASHINGTON,f,strict,f,f,5,0.85
9216874,Minor,145,4,Entire home/apt,28723135,Meg,04-03-2015,Seattle,1,1,f,Minor,1,1,t,t,Seattle,WA,98122,US,United States,t,Townhouse,4,1.5,2,2,Real Bed,0,145,0,0,0,60,4,60,2,1125,t,0,0,0,48,42373,2,05-11-2015,01-12-2015,100,10,10,10,10,10,10,f,0,WASHINGTON,f,strict,f,f,1,0.98
7971395,Minor,67,2,Private room,42063487,Cindy,20-08-2015,Seattle,1,1,f,Minor,1,1,t,t,Seattle,WA,98122,US,United States,t,House,2,1,1,1,Real Bed,0,67,480,0,0,18,2,0,1,1125,t,30,60,90,359,42373,10,13-09-2015,23-12-2015,90,9,9,10,10,9,10,f,0,WASHINGTON,f,moderate,f,f,1,2.63
2593263,Minor,69,3,Private room,8932486,Paul,19-09-2013,Seattle,1,1,f,Minor,4,4,t,t,Seattle,WA,98122,US,United States,t,House,3,2,1,1,Real Bed,0,69,500,0,0,0,1,15,2,1125,t,26,56,86,358,42373,52,28-04-2014,26-10-2015,95,10,10,10,10,10,10,f,0,WASHINGTON,f,moderate,f,f,4,2.53
443580,Minor,52,2,Private room,2203746,Monika,23-04-2012,Seattle,1,1,f,Minor,4,4,t,t,Seattle,WA,98122,US,United States,t,Cabin,2,1,1,1,Real Bed,0,52,309,1092,100,5,1,5,1,365,t,23,45,65,240,42373,99,07-06-2012,19-12-2015,86,9,9,9,9,9,9,f,0,WASHINGTON,t,strict,t,t,4,2.27
1614502,Minor,75,2,Private room,8594245,Kate,02-09-2013,Seattle,1,1,t,Minor,1,1,t,t,Seattle,WA,98122,US,United States,t,House,2,1,1,1,Real Bed,0,75,0,0,0,35,1,0,2,15,t,30,60,90,365,42373,71,08-06-2014,08-11-2015,97,10,10,10,10,10,10,f,0,WASHINGTON,t,strict,f,f,1,3.7
4477426,Minor,90,2,Private room,5680459,Micah,29-03-2013,FR,0,0,f,Minor,1,1,t,f,Seattle,WA,98122,US,United States,t,Apartment,2,1.5,1,1,Real Bed,0,90,0,0,0,0,1,0,1,50,t,30,60,90,365,42373,28,10-01-2015,07-09-2015,91,9,10,10,10,9,9,f,0,WASHINGTON,t,moderate,f,f,1,2.33
7648716,Minor,130,2,Private room,24986285,Mar,18-12-2014,Seattle,0.83,1,t,Minor,4,4,t,t,Seattle,WA,98122,US,United States,t,House,2,1,1,1,Real Bed,0,130,0,0,150,30,2,25,1,1125,t,0,0,0,131,42373,5,03-08-2015,01-09-2015,96,10,10,10,10,9,10,f,0,WASHINGTON,f,strict,f,f,4,0.97
9696912,Minor,65,2,Private room,3975133,Sam,20-09-2015,Seattle,1,1,f,Minor,2,2,t,t,Seattle,WA,98122,US,United States,t,House,2,1,1,1,Real Bed,0,65,0,0,0,55,1,0,3,1125,t,30,60,89,89,42373,0,00-01-1900,00-01-1900,0,0,0,0,0,0,0,f,0,WASHINGTON,f,moderate,f,f,2,0
3585592,Capitol Hill,155,2,Entire home/apt,15450521,Matt,13-05-2014,Seattle,0,0,f,Capitol Hill,1,1,t,t,Seattle,WA,98122,US,United States,t,Apartment,2,1,1,1,Real Bed,0,155,0,0,0,25,1,0,1,1125,t,0,0,0,184,42373,10,28-07-2014,08-09-2015,100,10,10,10,10,10,10,f,0,WASHINGTON,f,moderate,f,f,1,0.57
3757858,Minor,79,2,Shared room,19196841,Andy,30-07-2014,Seattle,1,1,f,Minor,2,2,t,t,Seattle,WA,98122,US,United States,t,Apartment,2,1,1,1,Real Bed,0,79,0,0,0,0,0,0,1,1125,t,30,60,90,360,42373,15,18-09-2014,19-10-2015,100,10,9,10,10,10,10,f,0,WASHINGTON,f,flexible,f,f,2,0.95
7219838,Minor,60,3,Shared room,23270234,Alexa,02-11-2014,Seattle,0.7,1,f,Minor,1,1,t,t,Seattle,WA,98122,US,United States,t,Apartment,3,1,1,1,Airbed,0,60,0,0,0,5,2,5,1,4,t,30,60,89,89,42373,18,13-08-2015,16-12-2015,92,9,8,10,10,9,9,f,0,WASHINGTON,f,flexible,f,f,1,3.72
6022715,Minor,115,4,Entire home/apt,1459013,Andrew + Danielle,30-11-2011,Seattle,0,0,f,Minor,1,1,t,t,Seattle,WA,98122,US,United States,t,Apartment,4,1,2,1,Real Bed,0,115,0,0,0,0,1,0,7,1125,t,0,0,0,238,42373,1,28-06-2015,28-06-2015,100,10,10,10,10,10,10,f,0,WASHINGTON,f,flexible,f,f,1,0.16
